region,name,type,carrier,tech,bus,capacity,capacity_cost,marginal_cost,carrier_cost,profile,output_parameters
UGA,biomass-st,volatile,biomass,ror,UGA-electricity,1700,206250,5,1.042,UGA-biomass-production-profile,{}
