region,name,type,tech,carrier,carrier_cost,electric_efficiency,to_bus,from_bus,capacity,capacity_cost,marginal_cost,expandable
UGA,UGA-biomass-st,conversion,st,biomass,1042,0.25,UGA-electricity,UGA-biomass,112,341620,8.3052,False
