region,name,type,carrier,tech,bus,capacity,capacity_cost,marginal_cost,profile,output_parameters
UGA,UGA-hydro-ror,volatile,hydro,ror,UGA-electricity,1070,172325,3.2362,UGA-hydro-ror-profile,{}
