region,name,type,carrier,tech,from_bus,to_bus,capacity,capacity_cost,efficiency,carrier_cost,marginal_cost,expandable,output_parameters
UGA,UGA-nuclear-st,conversion,uranium,st,UGA-nuclear,UGA-electricity,24000,325210,0.33,3.398,16.516,False,{}
