region,name,type,tech,carrier,carrier_cost,electric_efficiency,electricity_bus,expandable,fuel_bus,heat_bus,capacity,capacity_cost,marginal_cost,thermal_efficiency
UGA,UGA-geothermal-st,backpressure,st,geothermal,0,0.12,UGA-electricity,False,UGA-geothermal,UGA-heat,0,367687,30.37,0
