timeindex,CR-heat-demand-profile,NR-heat-demand-profile,WR-heat-demand-profile,ER-heat-demand-profile
2021-03-07 12:00,1.25114823842534E-04,1.25114823842536E-04,1.25114823842535E-04,1.25114823842535E-04
2021-03-07 13:00,1.25792832936393E-04,1.25792832936394E-04,1.25792832936393E-04,1.25792832936394E-04
2021-03-07 14:00,1.26041549840170E-04,1.26041549840171E-04,1.26041549840170E-04,1.26041549840171E-04
2021-03-07 15:00,1.24777522836042E-04,1.24777522836043E-04,1.24777522836042E-04,1.24777522836043E-04
2021-03-07 16:00,1.21510132278202E-04,1.21510132278203E-04,1.21510132278203E-04,1.21510132278203E-04
2021-03-07 17:00,1.26130133942885E-04,1.26130133942886E-04,1.26130133942885E-04,1.26130133942886E-04
2021-03-07 18:00,1.24501549285276E-04,1.24501549285277E-04,1.24501549285276E-04,1.24501549285276E-04
2021-03-07 19:00,1.46501070486497E-04,1.46501070486498E-04,1.46501070486497E-04,1.46501070486498E-04
2021-03-07 20:00,1.57972711788109E-04,1.57972711788111E-04,1.57972711788110E-04,1.57972711788110E-04
2021-03-07 21:00,1.55148241743845E-04,1.55148241743847E-04,1.55148241743846E-04,1.55148241743846E-04
2021-03-07 22:00,1.39349607732685E-04,1.39349607732686E-04,1.39349607732685E-04,1.39349607732686E-04
2021-03-07 23:00,1.21418141094613E-04,1.21418141094615E-04,1.21418141094614E-04,1.21418141094614E-04
2021-03-08 00:00,1.05183400731625E-04,1.05183400731626E-04,1.05183400731625E-04,1.05183400731625E-04
2021-03-08 01:00,9.80251238160654E-05,9.80251238160663E-05,9.80251238160657E-05,9.80251238160661E-05
2021-03-08 02:00,9.45226446779432E-05,9.45226446779441E-05,9.45226446779434E-05,9.45226446779439E-05
2021-03-08 03:00,9.15891480457221E-05,9.15891480457230E-05,9.15891480457223E-05,9.15891480457228E-05
2021-03-08 04:00,9.17118029571739E-05,9.17118029571747E-05,9.17118029571741E-05,9.17118029571745E-05
2021-03-08 05:00,9.38241930988429E-05,9.38241930988438E-05,9.38241930988432E-05,9.38241930988436E-05
2021-03-08 06:00,9.72823801856076E-05,9.72823801856085E-05,9.72823801856078E-05,9.72823801856083E-05
2021-03-08 07:00,9.85327788662407E-05,9.85327788662417E-05,9.85327788662410E-05,9.85327788662414E-05
2021-03-08 08:00,1.01319771020894E-04,1.01319771020895E-04,1.01319771020895E-04,1.01319771020895E-04
2021-03-08 09:00,1.12736899028528E-04,1.12736899028529E-04,1.12736899028529E-04,1.12736899028529E-04
2021-03-08 10:00,1.15336501735131E-04,1.15336501735132E-04,1.15336501735131E-04,1.15336501735132E-04
2021-03-08 11:00,1.18341547065699E-04,1.18341547065700E-04,1.18341547065699E-04,1.18341547065700E-04
2021-03-08 12:00,1.21585088057423E-04,1.21585088057424E-04,1.21585088057423E-04,1.21585088057424E-04
2021-03-08 13:00,1.17476148523789E-04,1.17476148523790E-04,1.17476148523789E-04,1.17476148523790E-04
2021-03-08 14:00,1.13796501180237E-04,1.13796501180238E-04,1.13796501180237E-04,1.13796501180237E-04
2021-03-08 15:00,1.18491458624140E-04,1.18491458624141E-04,1.18491458624140E-04,1.18491458624141E-04
2021-03-08 16:00,1.15002607809512E-04,1.15002607809513E-04,1.15002607809512E-04,1.15002607809513E-04
2021-03-08 17:00,1.14566501457684E-04,1.14566501457685E-04,1.14566501457684E-04,1.14566501457684E-04
2021-03-08 18:00,1.08781278134209E-04,1.08781278134210E-04,1.08781278134210E-04,1.08781278134210E-04
2021-03-08 19:00,1.37383722068583E-04,1.37383722068584E-04,1.37383722068584E-04,1.37383722068584E-04
2021-03-08 20:00,1.46576026265717E-04,1.46576026265719E-04,1.46576026265718E-04,1.46576026265718E-04
2021-03-08 21:00,1.45908238414480E-04,1.45908238414481E-04,1.45908238414480E-04,1.45908238414481E-04
2021-03-08 22:00,1.33598455217947E-04,1.33598455217948E-04,1.33598455217948E-04,1.33598455217948E-04
2021-03-08 23:00,1.12225836897479E-04,1.12225836897480E-04,1.12225836897480E-04,1.12225836897480E-04
2021-03-09 00:00,9.91733100704888E-05,9.91733100704897E-05,9.91733100704890E-05,9.91733100704895E-05
2021-03-09 01:00,8.98958288515132E-05,8.98958288515140E-05,8.98958288515134E-05,8.98958288515139E-05
2021-03-09 02:00,8.61480398904875E-05,8.61480398904883E-05,8.61480398904877E-05,8.61480398904881E-05
2021-03-09 03:00,8.46080393355932E-05,8.46080393355940E-05,8.46080393355934E-05,8.46080393355938E-05
2021-03-09 04:00,8.24717996278085E-05,8.24717996278093E-05,8.24717996278088E-05,8.24717996278091E-05
2021-03-09 05:00,8.51054731431476E-05,8.51054731431484E-05,8.51054731431478E-05,8.51054731431482E-05
2021-03-09 06:00,9.71699465167768E-05,9.71699465167777E-05,9.71699465167771E-05,9.71699465167775E-05
2021-03-09 07:00,1.06914197815444E-04,1.06914197815445E-04,1.06914197815444E-04,1.06914197815445E-04
2021-03-09 08:00,1.13224111593462E-04,1.13224111593463E-04,1.13224111593462E-04,1.13224111593462E-04
2021-03-09 09:00,1.20573185037946E-04,1.20573185037947E-04,1.20573185037946E-04,1.20573185037947E-04
2021-03-09 10:00,1.20641326655419E-04,1.20641326655420E-04,1.20641326655419E-04,1.20641326655420E-04
2021-03-09 11:00,1.23687256956471E-04,1.23687256956472E-04,1.23687256956471E-04,1.23687256956472E-04
2021-03-09 12:00,1.24290310271109E-04,1.24290310271110E-04,1.24290310271109E-04,1.24290310271110E-04
2021-03-09 13:00,1.17172918326033E-04,1.17172918326034E-04,1.17172918326034E-04,1.17172918326034E-04
2021-03-09 14:00,1.14961722839028E-04,1.14961722839029E-04,1.14961722839028E-04,1.14961722839029E-04
2021-03-09 15:00,1.14355262443517E-04,1.14355262443518E-04,1.14355262443517E-04,1.14355262443518E-04
2021-03-09 16:00,1.12358713051552E-04,1.12358713051553E-04,1.12358713051552E-04,1.12358713051553E-04
2021-03-09 17:00,1.10866411628889E-04,1.10866411628890E-04,1.10866411628889E-04,1.10866411628890E-04
2021-03-09 18:00,1.17619245920483E-04,1.17619245920484E-04,1.17619245920483E-04,1.17619245920484E-04
2021-03-09 19:00,1.41669829807647E-04,1.41669829807648E-04,1.41669829807648E-04,1.41669829807648E-04
2021-03-09 20:00,1.47935451534307E-04,1.47935451534309E-04,1.47935451534308E-04,1.47935451534309E-04
2021-03-09 21:00,1.44695317623457E-04,1.44695317623458E-04,1.44695317623457E-04,1.44695317623458E-04
2021-03-09 22:00,1.31077215371439E-04,1.31077215371440E-04,1.31077215371439E-04,1.31077215371440E-04
2021-03-09 23:00,1.08263401841413E-04,1.08263401841414E-04,1.08263401841413E-04,1.08263401841414E-04
2021-03-10 00:00,8.90542798757192E-05,8.90542798757201E-05,8.90542798757195E-05,8.90542798757199E-05
2021-03-10 01:00,8.19096312836547E-05,8.19096312836555E-05,8.19096312836549E-05,8.19096312836553E-05
2021-03-10 02:00,7.72657800528564E-05,7.72657800528571E-05,7.72657800528566E-05,7.72657800528570E-05
2021-03-10 03:00,7.05708661361149E-05,7.05708661361156E-05,7.05708661361151E-05,7.05708661361154E-05
2021-03-10 04:00,6.76748473935041E-05,6.76748473935048E-05,6.76748473935043E-05,6.76748473935046E-05
2021-03-10 05:00,6.83017502742575E-05,6.83017502742582E-05,6.83017502742577E-05,6.83017502742580E-05
2021-03-10 06:00,7.49217084117785E-05,7.49217084117792E-05,7.49217084117787E-05,7.49217084117790E-05
2021-03-10 07:00,8.42707383291009E-05,8.42707383291017E-05,8.42707383291011E-05,8.42707383291015E-05
2021-03-10 08:00,9.57560079542080E-05,9.57560079542089E-05,9.57560079542083E-05,9.57560079542087E-05
2021-03-10 09:00,1.03643400176730E-04,1.03643400176731E-04,1.03643400176731E-04,1.03643400176731E-04
2021-03-10 10:00,9.87167612334184E-05,9.87167612334193E-05,9.87167612334186E-05,9.87167612334191E-05
2021-03-10 11:00,9.82431769919797E-05,9.82431769919806E-05,9.82431769919799E-05,9.82431769919804E-05
2021-03-10 12:00,9.97695492233792E-05,9.97695492233802E-05,9.97695492233795E-05,9.97695492233800E-05
2021-03-10 13:00,1.00876850507319E-04,1.00876850507320E-04,1.00876850507319E-04,1.00876850507319E-04
2021-03-10 14:00,1.00754195595867E-04,1.00754195595868E-04,1.00754195595867E-04,1.00754195595868E-04
2021-03-10 15:00,1.01670700350881E-04,1.01670700350882E-04,1.01670700350882E-04,1.01670700350882E-04
2021-03-10 16:00,1.03088045994324E-04,1.03088045994325E-04,1.03088045994324E-04,1.03088045994325E-04
2021-03-10 17:00,1.01094903683233E-04,1.01094903683234E-04,1.01094903683233E-04,1.01094903683234E-04
2021-03-10 18:00,1.06863091602339E-04,1.06863091602340E-04,1.06863091602339E-04,1.06863091602340E-04
2021-03-10 19:00,1.30477569137675E-04,1.30477569137676E-04,1.30477569137675E-04,1.30477569137676E-04
2021-03-10 20:00,1.43243901171278E-04,1.43243901171279E-04,1.43243901171278E-04,1.43243901171279E-04
2021-03-10 21:00,1.41986688328898E-04,1.41986688328899E-04,1.41986688328898E-04,1.41986688328899E-04
2021-03-10 22:00,1.26961461676058E-04,1.26961461676059E-04,1.26961461676058E-04,1.26961461676059E-04
2021-03-10 23:00,1.05363976017929E-04,1.05363976017930E-04,1.05363976017929E-04,1.05363976017929E-04
2021-03-11 00:00,9.16368471779533E-05,9.16368471779542E-05,9.16368471779536E-05,9.16368471779540E-05
2021-03-11 01:00,8.34973309707802E-05,8.34973309707809E-05,8.34973309707804E-05,8.34973309707807E-05
2021-03-11 02:00,8.20459145186011E-05,8.20459145186018E-05,8.20459145186013E-05,8.20459145186017E-05
2021-03-11 03:00,7.99164889725637E-05,7.99164889725645E-05,7.99164889725639E-05,7.99164889725643E-05
2021-03-11 04:00,7.96405154217973E-05,7.96405154217980E-05,7.96405154217975E-05,7.96405154217978E-05
2021-03-11 05:00,8.75551642913089E-05,8.75551642913098E-05,8.75551642913092E-05,8.75551642913096E-05
2021-03-11 06:00,1.01793355262333E-04,1.01793355262334E-04,1.01793355262333E-04,1.01793355262334E-04
2021-03-11 07:00,1.05898887715093E-04,1.05898887715094E-04,1.05898887715093E-04,1.05898887715094E-04
2021-03-11 08:00,1.11002694863836E-04,1.11002694863837E-04,1.11002694863836E-04,1.11002694863836E-04
2021-03-11 09:00,1.16184864872672E-04,1.16184864872673E-04,1.16184864872672E-04,1.16184864872673E-04
2021-03-11 10:00,1.17724865427566E-04,1.17724865427567E-04,1.17724865427567E-04,1.17724865427567E-04
2021-03-11 11:00,1.19612388231574E-04,1.19612388231575E-04,1.19612388231574E-04,1.19612388231575E-04
2021-03-11 12:00,1.22392566224480E-04,1.22392566224481E-04,1.22392566224480E-04,1.22392566224481E-04
2021-03-11 13:00,1.20961592257543E-04,1.20961592257544E-04,1.20961592257543E-04,1.20961592257544E-04
2021-03-11 14:00,1.22552699025542E-04,1.22552699025543E-04,1.22552699025542E-04,1.22552699025543E-04
2021-03-11 15:00,1.20975220581038E-04,1.20975220581039E-04,1.20975220581038E-04,1.20975220581039E-04
2021-03-11 16:00,1.22147256401577E-04,1.22147256401578E-04,1.22147256401577E-04,1.22147256401578E-04
2021-03-11 17:00,1.18396060359677E-04,1.18396060359678E-04,1.18396060359678E-04,1.18396060359678E-04
2021-03-11 18:00,1.20842344426965E-04,1.20842344426966E-04,1.20842344426965E-04,1.20842344426966E-04
2021-03-11 19:00,1.45737884370797E-04,1.45737884370798E-04,1.45737884370797E-04,1.45737884370798E-04
2021-03-11 20:00,1.55359480758012E-04,1.55359480758014E-04,1.55359480758013E-04,1.55359480758013E-04
2021-03-11 21:00,1.46494256324749E-04,1.46494256324751E-04,1.46494256324750E-04,1.46494256324750E-04
2021-03-11 22:00,1.33639340188431E-04,1.33639340188432E-04,1.33639340188431E-04,1.33639340188432E-04
2021-03-11 23:00,1.13336545262292E-04,1.13336545262294E-04,1.13336545262293E-04,1.13336545262293E-04
2021-03-12 00:00,1.00600876956552E-04,1.00600876956553E-04,1.00600876956552E-04,1.00600876956553E-04
2021-03-12 01:00,9.10917142381678E-05,9.10917142381686E-05,9.10917142381680E-05,9.10917142381684E-05
2021-03-12 02:00,8.76812262836343E-05,8.76812262836352E-05,8.76812262836346E-05,8.76812262836350E-05
2021-03-12 03:00,8.29317555457526E-05,8.29317555457534E-05,8.29317555457528E-05,8.29317555457532E-05
2021-03-12 04:00,8.20527286803484E-05,8.20527286803492E-05,8.20527286803486E-05,8.20527286803490E-05
2021-03-12 05:00,9.00729970569435E-05,9.00729970569444E-05,9.00729970569437E-05,9.00729970569442E-05
2021-03-12 06:00,1.02151098754067E-04,1.02151098754068E-04,1.02151098754068E-04,1.02151098754068E-04
2021-03-12 07:00,1.05537737142485E-04,1.05537737142486E-04,1.05537737142486E-04,1.05537737142486E-04
2021-03-12 08:00,1.07510436968334E-04,1.07510436968335E-04,1.07510436968335E-04,1.07510436968335E-04
2021-03-12 09:00,1.14222386289444E-04,1.14222386289445E-04,1.14222386289444E-04,1.14222386289445E-04
2021-03-12 10:00,1.16426767614702E-04,1.16426767614703E-04,1.16426767614702E-04,1.16426767614703E-04
2021-03-12 11:00,1.17121812112928E-04,1.17121812112930E-04,1.17121812112929E-04,1.17121812112929E-04
2021-03-12 12:00,1.17731679589314E-04,1.17731679589315E-04,1.17731679589314E-04,1.17731679589314E-04
2021-03-12 13:00,1.13568226761701E-04,1.13568226761702E-04,1.13568226761702E-04,1.13568226761702E-04
2021-03-12 14:00,1.14787961714472E-04,1.14787961714473E-04,1.14787961714472E-04,1.14787961714472E-04
2021-03-12 15:00,1.16518758798291E-04,1.16518758798292E-04,1.16518758798291E-04,1.16518758798292E-04
2021-03-12 16:00,1.18723140123549E-04,1.18723140123550E-04,1.18723140123549E-04,1.18723140123549E-04
2021-03-12 17:00,1.21711150049748E-04,1.21711150049749E-04,1.21711150049749E-04,1.21711150049749E-04
2021-03-12 18:00,1.23850796838407E-04,1.23850796838408E-04,1.23850796838407E-04,1.23850796838407E-04
2021-03-12 19:00,1.49966071735009E-04,1.49966071735010E-04,1.49966071735009E-04,1.49966071735010E-04
2021-03-12 20:00,1.60967535876056E-04,1.60967535876058E-04,1.60967535876057E-04,1.60967535876057E-04
2021-03-12 21:00,1.57008507900863E-04,1.57008507900865E-04,1.57008507900864E-04,1.57008507900865E-04
2021-03-12 22:00,1.40678369273412E-04,1.40678369273413E-04,1.40678369273413E-04,1.40678369273413E-04
2021-03-12 23:00,1.18058759353185E-04,1.18058759353186E-04,1.18058759353185E-04,1.18058759353186E-04
2021-03-13 00:00,1.03806940058666E-04,1.03806940058667E-04,1.03806940058666E-04,1.03806940058667E-04
2021-03-13 01:00,9.62943267322463E-05,9.62943267322472E-05,9.62943267322465E-05,9.62943267322469E-05
2021-03-13 02:00,9.37322019152541E-05,9.37322019152550E-05,9.37322019152543E-05,9.37322019152548E-05
2021-03-13 03:00,9.08429973343906E-05,9.08429973343915E-05,9.08429973343908E-05,9.08429973343913E-05
2021-03-13 04:00,8.98481297192820E-05,8.98481297192828E-05,8.98481297192822E-05,8.98481297192826E-05
2021-03-13 05:00,9.88189736596282E-05,9.88189736596291E-05,9.88189736596284E-05,9.88189736596289E-05
2021-03-13 06:00,1.15414864595225E-04,1.15414864595226E-04,1.15414864595225E-04,1.15414864595226E-04
2021-03-13 07:00,1.16034953314231E-04,1.16034953314232E-04,1.16034953314231E-04,1.16034953314232E-04
2021-03-13 08:00,1.13789687018489E-04,1.13789687018490E-04,1.13789687018490E-04,1.13789687018490E-04
2021-03-13 09:00,1.18290440852594E-04,1.18290440852595E-04,1.18290440852594E-04,1.18290440852595E-04
2021-03-13 10:00,1.20556149633578E-04,1.20556149633579E-04,1.20556149633578E-04,1.20556149633578E-04
2021-03-13 11:00,1.21275043697920E-04,1.21275043697921E-04,1.21275043697920E-04,1.21275043697921E-04
2021-03-13 12:00,1.24119956227426E-04,1.24119956227427E-04,1.24119956227426E-04,1.24119956227427E-04
2021-03-13 13:00,1.18075794757553E-04,1.18075794757554E-04,1.18075794757554E-04,1.18075794757554E-04
2021-03-13 14:00,1.18907122490726E-04,1.18907122490727E-04,1.18907122490726E-04,1.18907122490727E-04
2021-03-13 15:00,1.17680573376209E-04,1.17680573376210E-04,1.17680573376209E-04,1.17680573376210E-04
2021-03-13 16:00,1.20685618706777E-04,1.20685618706778E-04,1.20685618706777E-04,1.20685618706777E-04
2021-03-13 17:00,1.23336327626484E-04,1.23336327626485E-04,1.23336327626484E-04,1.23336327626485E-04
2021-03-13 18:00,1.26661638559176E-04,1.26661638559177E-04,1.26661638559176E-04,1.26661638559177E-04
2021-03-13 19:00,1.51805895406785E-04,1.51805895406786E-04,1.51805895406785E-04,1.51805895406786E-04
2021-03-13 20:00,1.60149836466378E-04,1.60149836466379E-04,1.60149836466378E-04,1.60149836466379E-04
2021-03-13 21:00,1.57914791413257E-04,1.57914791413258E-04,1.57914791413257E-04,1.57914791413258E-04
2021-03-13 22:00,1.41492661602217E-04,1.41492661602218E-04,1.41492661602217E-04,1.41492661602218E-04
2021-03-13 23:00,1.19258051820713E-04,1.19258051820714E-04,1.19258051820713E-04,1.19258051820714E-04
2021-03-14 00:00,1.06089684244018E-04,1.06089684244019E-04,1.06089684244018E-04,1.06089684244019E-04
2021-03-14 01:00,9.76435307582155E-05,9.76435307582164E-05,9.76435307582158E-05,9.76435307582162E-05
2021-03-14 02:00,8.57323760239010E-05,8.57323760239018E-05,8.57323760239012E-05,8.57323760239016E-05
2021-03-14 03:00,8.60833053538879E-05,8.60833053538887E-05,8.60833053538881E-05,8.60833053538885E-05
2021-03-14 04:00,8.41957825498804E-05,8.41957825498812E-05,8.41957825498806E-05,8.41957825498810E-05
2021-03-14 05:00,8.26557819949862E-05,8.26557819949870E-05,8.26557819949864E-05,8.26557819949868E-05
2021-03-14 06:00,9.27237059766508E-05,9.27237059766517E-05,9.27237059766510E-05,9.27237059766515E-05
2021-03-14 07:00,9.99194607818203E-05,9.99194607818212E-05,9.99194607818205E-05,9.99194607818210E-05
2021-03-14 08:00,1.06597339294193E-04,1.06597339294194E-04,1.06597339294194E-04,1.06597339294194E-04
2021-03-14 09:00,1.13002651336674E-04,1.13002651336675E-04,1.13002651336674E-04,1.13002651336675E-04
2021-03-14 10:00,1.14556280215063E-04,1.14556280215064E-04,1.14556280215063E-04,1.14556280215063E-04
2021-03-14 11:00,1.15830528461811E-04,1.15830528461813E-04,1.15830528461812E-04,1.15830528461812E-04
2021-03-14 12:00,1.16750440297700E-04,1.16750440297701E-04,1.16750440297700E-04,1.16750440297700E-04
2021-03-14 13:00,1.16048581637726E-04,1.16048581637727E-04,1.16048581637726E-04,1.16048581637726E-04
2021-03-14 14:00,1.20491415096978E-04,1.20491415096979E-04,1.20491415096978E-04,1.20491415096979E-04
2021-03-14 15:00,1.22051858137114E-04,1.22051858137115E-04,1.22051858137114E-04,1.22051858137115E-04
2021-03-14 16:00,1.21346592396267E-04,1.21346592396268E-04,1.21346592396267E-04,1.21346592396267E-04
2021-03-14 17:00,1.20389202670768E-04,1.20389202670769E-04,1.20389202670769E-04,1.20389202670769E-04
2021-03-14 18:00,1.20794645294734E-04,1.20794645294735E-04,1.20794645294734E-04,1.20794645294735E-04
2021-03-14 19:00,1.39114519152402E-04,1.39114519152404E-04,1.39114519152403E-04,1.39114519152403E-04
2021-03-14 20:00,1.41635758998911E-04,1.41635758998912E-04,1.41635758998911E-04,1.41635758998912E-04
2021-03-14 21:00,1.46736159066779E-04,1.46736159066781E-04,1.46736159066780E-04,1.46736159066780E-04
2021-03-14 22:00,1.33945977467060E-04,1.33945977467062E-04,1.33945977467061E-04,1.33945977467061E-04
2021-03-14 23:00,1.13292253210935E-04,1.13292253210936E-04,1.13292253210935E-04,1.13292253210936E-04
2021-03-15 00:00,9.85770709175983E-05,9.85770709175992E-05,9.85770709175986E-05,9.85770709175990E-05
2021-03-15 01:00,9.22910067056960E-05,9.22910067056969E-05,9.22910067056963E-05,9.22910067056967E-05
2021-03-15 02:00,8.68839693591979E-05,8.68839693591988E-05,8.68839693591982E-05,8.68839693591986E-05
2021-03-15 03:00,8.51225085475159E-05,8.51225085475167E-05,8.51225085475161E-05,8.51225085475165E-05
2021-03-15 04:00,8.57017122960380E-05,8.57017122960388E-05,8.57017122960382E-05,8.57017122960386E-05
2021-03-15 05:00,9.25669802564625E-05,9.25669802564633E-05,9.25669802564627E-05,9.25669802564631E-05
2021-03-15 06:00,1.06600746375067E-04,1.06600746375068E-04,1.06600746375067E-04,1.06600746375068E-04
2021-03-15 07:00,1.06454241897500E-04,1.06454241897501E-04,1.06454241897500E-04,1.06454241897500E-04
2021-03-15 08:00,1.05479816767633E-04,1.05479816767634E-04,1.05479816767633E-04,1.05479816767634E-04
2021-03-15 09:00,1.12266721867963E-04,1.12266721867964E-04,1.12266721867964E-04,1.12266721867964E-04
2021-03-15 10:00,1.16542608364406E-04,1.16542608364407E-04,1.16542608364407E-04,1.16542608364407E-04
2021-03-15 11:00,1.21932610306536E-04,1.21932610306537E-04,1.21932610306536E-04,1.21932610306537E-04
2021-03-15 12:00,1.24440221829550E-04,1.24440221829551E-04,1.24440221829550E-04,1.24440221829551E-04
2021-03-15 13:00,1.15833935542685E-04,1.15833935542686E-04,1.15833935542685E-04,1.15833935542686E-04
2021-03-15 14:00,1.14052032245761E-04,1.14052032245762E-04,1.14052032245761E-04,1.14052032245762E-04
2021-03-15 15:00,1.16116723255199E-04,1.16116723255200E-04,1.16116723255199E-04,1.16116723255200E-04
2021-03-15 16:00,1.14665306803020E-04,1.14665306803021E-04,1.14665306803020E-04,1.14665306803021E-04
2021-03-15 17:00,1.16661856194984E-04,1.16661856194986E-04,1.16661856194985E-04,1.16661856194985E-04
2021-03-15 18:00,1.22106371431093E-04,1.22106371431094E-04,1.22106371431093E-04,1.22106371431094E-04
2021-03-15 19:00,1.40743103810012E-04,1.40743103810013E-04,1.40743103810012E-04,1.40743103810013E-04
2021-03-15 20:00,1.52473683258022E-04,1.52473683258024E-04,1.52473683258023E-04,1.52473683258023E-04
2021-03-15 21:00,1.51380010297578E-04,1.51380010297579E-04,1.51380010297578E-04,1.51380010297579E-04
2021-03-15 22:00,1.43124653340700E-04,1.43124653340701E-04,1.43124653340700E-04,1.43124653340701E-04
2021-03-15 23:00,1.19690751091668E-04,1.19690751091669E-04,1.19690751091668E-04,1.19690751091669E-04
2021-03-16 00:00,1.05241321106477E-04,1.05241321106478E-04,1.05241321106477E-04,1.05241321106478E-04
2021-03-16 01:00,9.90949472103946E-05,9.90949472103955E-05,9.90949472103949E-05,9.90949472103953E-05
2021-03-16 02:00,9.49417156254033E-05,9.49417156254042E-05,9.49417156254036E-05,9.49417156254040E-05
2021-03-16 03:00,9.30133078509119E-05,9.30133078509128E-05,9.30133078509121E-05,9.30133078509126E-05
2021-03-16 04:00,9.18753428391095E-05,9.18753428391104E-05,9.18753428391098E-05,9.18753428391102E-05
2021-03-16 05:00,9.42466711271767E-05,9.42466711271776E-05,9.42466711271770E-05,9.42466711271774E-05
2021-03-16 06:00,1.03588886882752E-04,1.03588886882753E-04,1.03588886882752E-04,1.03588886882753E-04
2021-03-16 07:00,1.11322960465960E-04,1.11322960465961E-04,1.11322960465960E-04,1.11322960465960E-04
2021-03-16 08:00,1.18944600380336E-04,1.18944600380338E-04,1.18944600380337E-04,1.18944600380337E-04
2021-03-16 09:00,1.22688982260489E-04,1.22688982260490E-04,1.22688982260489E-04,1.22688982260489E-04
2021-03-16 10:00,1.23666814471229E-04,1.23666814471230E-04,1.23666814471229E-04,1.23666814471230E-04
2021-03-16 11:00,1.23108053207949E-04,1.23108053207950E-04,1.23108053207949E-04,1.23108053207950E-04
2021-03-16 12:00,1.24862699857884E-04,1.24862699857885E-04,1.24862699857884E-04,1.24862699857884E-04
2021-03-16 13:00,1.21244379970057E-04,1.21244379970058E-04,1.21244379970057E-04,1.21244379970058E-04
2021-03-16 14:00,1.17953139846101E-04,1.17953139846103E-04,1.17953139846102E-04,1.17953139846102E-04
2021-03-16 15:00,1.18181414264637E-04,1.18181414264638E-04,1.18181414264637E-04,1.18181414264638E-04
2021-03-16 16:00,1.20488008016104E-04,1.20488008016105E-04,1.20488008016105E-04,1.20488008016105E-04
2021-03-16 17:00,1.23138716935812E-04,1.23138716935813E-04,1.23138716935812E-04,1.23138716935813E-04
2021-03-16 18:00,1.22089336026724E-04,1.22089336026726E-04,1.22089336026725E-04,1.22089336026725E-04
2021-03-16 19:00,1.47035982183661E-04,1.47035982183663E-04,1.47035982183662E-04,1.47035982183662E-04
2021-03-16 20:00,1.57379879716092E-04,1.57379879716094E-04,1.57379879716093E-04,1.57379879716094E-04
2021-03-16 21:00,1.51604877635239E-04,1.51604877635241E-04,1.51604877635239E-04,1.51604877635240E-04
2021-03-16 22:00,1.39952661047323E-04,1.39952661047324E-04,1.39952661047323E-04,1.39952661047324E-04
2021-03-16 23:00,1.21009291389774E-04,1.21009291389775E-04,1.21009291389775E-04,1.21009291389775E-04
2021-03-17 00:00,1.05047117496678E-04,1.05047117496679E-04,1.05047117496678E-04,1.05047117496679E-04
2021-03-17 01:00,9.40081754660206E-05,9.40081754660214E-05,9.40081754660208E-05,9.40081754660212E-05
2021-03-17 02:00,9.22603429778331E-05,9.22603429778340E-05,9.22603429778333E-05,9.22603429778338E-05
2021-03-17 03:00,9.07782627977911E-05,9.07782627977919E-05,9.07782627977913E-05,9.07782627977917E-05
2021-03-17 04:00,8.81548105250731E-05,8.81548105250739E-05,8.81548105250733E-05,8.81548105250737E-05
2021-03-17 05:00,8.87272001118479E-05,8.87272001118487E-05,8.87272001118481E-05,8.87272001118485E-05
2021-03-17 06:00,9.54459635947050E-05,9.54459635947059E-05,9.54459635947052E-05,9.54459635947056E-05
2021-03-17 07:00,1.05653577892190E-04,1.05653577892191E-04,1.05653577892190E-04,1.05653577892190E-04
2021-03-17 08:00,1.09050437523228E-04,1.09050437523229E-04,1.09050437523229E-04,1.09050437523229E-04
2021-03-17 09:00,1.12576766227466E-04,1.12576766227467E-04,1.12576766227467E-04,1.12576766227467E-04
2021-03-17 10:00,1.01684328674376E-04,1.01684328674377E-04,1.01684328674376E-04,1.01684328674377E-04
2021-03-17 11:00,1.02311231555129E-04,1.02311231555130E-04,1.02311231555130E-04,1.02311231555130E-04
2021-03-17 12:00,1.00266983030934E-04,1.00266983030935E-04,1.00266983030934E-04,1.00266983030934E-04
2021-03-17 13:00,1.00348752971901E-04,1.00348752971902E-04,1.00348752971902E-04,1.00348752971902E-04
2021-03-17 14:00,9.93470711950454E-05,9.93470711950463E-05,9.93470711950457E-05,9.93470711950461E-05
2021-03-17 15:00,9.58139283290602E-05,9.58139283290611E-05,9.58139283290605E-05,9.58139283290609E-05
2021-03-17 16:00,9.67849463780533E-05,9.67849463780542E-05,9.67849463780535E-05,9.67849463780540E-05
2021-03-17 17:00,1.02692824612979E-04,1.02692824612980E-04,1.02692824612980E-04,1.02692824612980E-04
2021-03-17 18:00,1.08035127422878E-04,1.08035127422879E-04,1.08035127422878E-04,1.08035127422879E-04
2021-03-17 19:00,1.37611996487118E-04,1.37611996487120E-04,1.37611996487119E-04,1.37611996487119E-04
2021-03-17 20:00,1.46272796067962E-04,1.46272796067963E-04,1.46272796067962E-04,1.46272796067963E-04
2021-03-17 21:00,1.46003636678942E-04,1.46003636678944E-04,1.46003636678943E-04,1.46003636678943E-04
2021-03-17 22:00,1.31714339494813E-04,1.31714339494815E-04,1.31714339494814E-04,1.31714339494814E-04
2021-03-17 23:00,1.09742074940581E-04,1.09742074940582E-04,1.09742074940582E-04,1.09742074940582E-04
2021-03-18 00:00,9.66111852534966E-05,9.66111852534975E-05,9.66111852534969E-05,9.66111852534973E-05
