name,bus,capacity,capacity_cost,capacity_potential,carrier,efficiency,expandable,input_parameters,loss_rate,marginal_cost,output_parameters,region,storage_capacity,storage_capacity_cost,storage_capacity_potential,tech,type
UGA-heat-storage,UGA-heat,0,0,,heat,1.0,False,{},0.021,1.2,{},UGA,0,0,,storage,storage
