region,name,type,carrier,tech,bus,capacity,capacity_cost,marginal_cost,profile,output_parameters
CR,CR-wind-onshore,volatile,wind,onshore,CR-electricity,0,98708,14.1082,CR-wind-onshore-profile,{}
NR,NR-wind-onshore,volatile,wind,onshore,NR-electricity,0,98708,14.1082,NR-wind-onshore-profile,{}
WR,WR-wind-onshore,volatile,wind,onshore,WR-electricity,0,98708,14.1082,WR-wind-onshore-profile,{}
ER,ER-wind-onshore,volatile,wind,onshore,ER-electricity,0,98708,14.1082,ER-wind-onshore-profile,{}
