region,name,type,carrier,tech,bus,capacity,capacity_cost,marginal_cost,profile,output_parameters
UGA,UGA-solar-pv,volatile,solar,pv,UGA-electricity,3000,60270,0.4723,UGA-solar-pv-profile,{}
