region,name,type,carrier,carrier_cost,tech,bus,capacity,capacity_cost,marginal_cost,profile,output_parameters
UGA,peat-st,volatile,peat,14.3,ror,UGA-electricity,800,322192.5,6.8,UGA-peat-production-profile,{}
