region,name,type,carrier,tech,bus,capacity,capacity_cost,marginal_cost,profile,output_parameters
UGA,UGA-wind-onshore,volatile,wind,onshore,UGA-electricity,0,98708,14.10824,UGA-wind-onshore-profile,{}
