timeindex,CR-electricity-demand-profile,NR-electricity-demand-profile,WR-electricity-demand-profile,ER-electricity-demand-profile
2019-03-31 20:00:00,1.16783330840116E-04,1.16783330840115E-04,1.16783330840115E-04,1.16783330840116E-04
2019-03-31 21:00:00,1.17219521862804E-04,1.17219521862803E-04,1.17219521862804E-04,1.17219521862804E-04
2019-03-31 22:00:00,1.06324969522686E-04,1.06324969522685E-04,1.06324969522686E-04,1.06324969522686E-04
2019-03-31 23:00:00,8.85535930904947E-05,8.85535930904938E-05,8.85535930904941E-05,8.85535930904945E-05
2019-04-01 00:00:00,7.76488175232822E-05,7.76488175232815E-05,7.76488175232817E-05,7.76488175232820E-05
2019-04-01 01:00:00,7.18352090490121E-05,7.18352090490114E-05,7.18352090490116E-05,7.18352090490119E-05
2019-04-01 02:00:00,6.99370965518442E-05,6.99370965518435E-05,6.99370965518437E-05,6.99370965518440E-05
2019-04-01 03:00:00,6.74187749442910E-05,6.74187749442904E-05,6.74187749442906E-05,6.74187749442909E-05
2019-04-01 04:00:00,6.79844601768402E-05,6.79844601768395E-05,6.79844601768397E-05,6.79844601768400E-05
2019-04-01 05:00:00,6.68258277728238E-05,6.68258277728232E-05,6.68258277728234E-05,6.68258277728237E-05
2019-04-01 06:00:00,7.19408490623195E-05,7.19408490623188E-05,7.19408490623190E-05,7.19408490623193E-05
2019-04-01 07:00:00,7.94140280682247E-05,7.94140280682240E-05,7.94140280682242E-05,7.94140280682246E-05
2019-04-01 08:00:00,8.91942486550684E-05,8.91942486550676E-05,8.91942486550678E-05,8.91942486550682E-05
2019-04-01 09:00:00,9.79725929866744E-05,9.79725929866735E-05,9.79725929866738E-05,9.79725929866742E-05
2019-04-01 10:00:00,9.92436808887276E-05,9.92436808887267E-05,9.92436808887270E-05,9.92436808887274E-05
2019-04-01 11:00:00,1.01669993452432E-04,1.01669993452431E-04,1.01669993452432E-04,1.01669993452432E-04
2019-04-01 12:00:00,1.01911943160330E-04,1.01911943160329E-04,1.01911943160329E-04,1.01911943160330E-04
2019-04-01 13:00:00,1.03206885258936E-04,1.03206885258935E-04,1.03206885258936E-04,1.03206885258936E-04
2019-04-01 14:00:00,1.00313711991260E-04,1.00313711991259E-04,1.00313711991260E-04,1.00313711991260E-04
2019-04-01 15:00:00,9.88313440625924E-05,9.88313440625915E-05,9.88313440625918E-05,9.88313440625922E-05
2019-04-01 16:00:00,9.76454497196581E-05,9.76454497196572E-05,9.76454497196574E-05,9.76454497196579E-05
2019-04-01 17:00:00,1.00664709454830E-04,1.00664709454829E-04,1.00664709454829E-04,1.00664709454830E-04
2019-04-01 18:00:00,1.07647173560211E-04,1.07647173560210E-04,1.07647173560210E-04,1.07647173560210E-04
2019-04-01 19:00:00,1.30894791972562E-04,1.30894791972561E-04,1.30894791972561E-04,1.30894791972562E-04
2019-04-01 20:00:00,1.40991932599328E-04,1.40991932599326E-04,1.40991932599327E-04,1.40991932599327E-04
2019-04-01 21:00:00,1.35604291920652E-04,1.35604291920650E-04,1.35604291920651E-04,1.35604291920651E-04
2019-04-01 22:00:00,1.19673096365427E-04,1.19673096365426E-04,1.19673096365426E-04,1.19673096365427E-04
2019-04-01 23:00:00,9.89915079537359E-05,9.89915079537349E-05,9.89915079537352E-05,9.89915079537356E-05
2019-04-02 00:00:00,8.84036524264455E-05,8.84036524264447E-05,8.84036524264449E-05,8.84036524264453E-05
2019-04-02 01:00:00,8.17926322388230E-05,8.17926322388222E-05,8.17926322388224E-05,8.17926322388228E-05
2019-04-02 02:00:00,7.79146214277330E-05,7.79146214277323E-05,7.79146214277325E-05,7.79146214277328E-05
2019-04-02 03:00:00,7.72501116666060E-05,7.72501116666053E-05,7.72501116666055E-05,7.72501116666058E-05
2019-04-02 04:00:00,7.78532820651675E-05,7.78532820651667E-05,7.78532820651669E-05,7.78532820651673E-05
2019-04-02 05:00:00,8.31898066083721E-05,8.31898066083713E-05,8.31898066083715E-05,8.31898066083719E-05
2019-04-02 06:00:00,9.59858791880229E-05,9.59858791880220E-05,9.59858791880223E-05,9.59858791880227E-05
2019-04-02 07:00:00,9.56008043008057E-05,9.56008043008048E-05,9.56008043008051E-05,9.56008043008055E-05
2019-04-02 08:00:00,9.83985607822687E-05,9.83985607822678E-05,9.83985607822680E-05,9.83985607822685E-05
2019-04-02 09:00:00,1.01935797356883E-04,1.01935797356882E-04,1.01935797356883E-04,1.01935797356883E-04
2019-04-02 10:00:00,1.05309462297990E-04,1.05309462297989E-04,1.05309462297989E-04,1.05309462297989E-04
2019-04-02 11:00:00,1.08475254954846E-04,1.08475254954845E-04,1.08475254954845E-04,1.08475254954846E-04
2019-04-02 12:00:00,1.08741058859297E-04,1.08741058859296E-04,1.08741058859296E-04,1.08741058859297E-04
2019-04-02 13:00:00,1.08710389178014E-04,1.08710389178013E-04,1.08710389178013E-04,1.08710389178014E-04
2019-04-02 14:00:00,1.09436238301707E-04,1.09436238301706E-04,1.09436238301706E-04,1.09436238301706E-04
2019-04-02 15:00:00,1.12915543256120E-04,1.12915543256119E-04,1.12915543256120E-04,1.12915543256120E-04
2019-04-02 16:00:00,1.13368772990633E-04,1.13368772990631E-04,1.13368772990632E-04,1.13368772990632E-04
2019-04-02 17:00:00,1.17481918024890E-04,1.17481918024889E-04,1.17481918024890E-04,1.17481918024890E-04
2019-04-02 18:00:00,1.18735967215120E-04,1.18735967215119E-04,1.18735967215119E-04,1.18735967215120E-04
2019-04-02 19:00:00,1.44931282772983E-04,1.44931282772982E-04,1.44931282772982E-04,1.44931282772983E-04
2019-04-02 20:00:00,1.55873543506208E-04,1.55873543506206E-04,1.55873543506207E-04,1.55873543506208E-04
2019-04-02 21:00:00,1.53832305829720E-04,1.53832305829719E-04,1.53832305829719E-04,1.53832305829720E-04
2019-04-02 22:00:00,1.36214277803943E-04,1.36214277803941E-04,1.36214277803942E-04,1.36214277803942E-04
2019-04-02 23:00:00,1.11579708249137E-04,1.11579708249136E-04,1.11579708249136E-04,1.11579708249136E-04
2019-04-03 00:00:00,9.78976226546498E-05,9.78976226546489E-05,9.78976226546492E-05,9.78976226546496E-05
2019-04-03 01:00:00,9.05914230246175E-05,9.05914230246166E-05,9.05914230246169E-05,9.05914230246173E-05
2019-04-03 02:00:00,8.63044831297571E-05,8.63044831297563E-05,8.63044831297565E-05,8.63044831297569E-05
2019-04-03 03:00:00,8.46006119473802E-05,8.46006119473794E-05,8.46006119473796E-05,8.46006119473800E-05
2019-04-03 04:00:00,8.66282186544087E-05,8.66282186544079E-05,8.66282186544082E-05,8.66282186544085E-05
2019-04-03 05:00:00,9.60778882318713E-05,9.60778882318704E-05,9.60778882318706E-05,9.60778882318711E-05
2019-04-03 06:00:00,1.08117442006547E-04,1.08117442006546E-04,1.08117442006546E-04,1.08117442006547E-04
2019-04-03 07:00:00,1.12888281317202E-04,1.12888281317201E-04,1.12888281317201E-04,1.12888281317202E-04
2019-04-03 08:00:00,1.19318691159493E-04,1.19318691159492E-04,1.19318691159492E-04,1.19318691159493E-04
2019-04-03 09:00:00,1.22436775423243E-04,1.22436775423242E-04,1.22436775423242E-04,1.22436775423242E-04
2019-04-03 10:00:00,1.23537476207058E-04,1.23537476207057E-04,1.23537476207057E-04,1.23537476207058E-04
2019-04-03 11:00:00,1.26474950125476E-04,1.26474950125475E-04,1.26474950125475E-04,1.26474950125476E-04
2019-04-03 12:00:00,1.24437120191353E-04,1.24437120191352E-04,1.24437120191352E-04,1.24437120191353E-04
2019-04-03 13:00:00,1.20899883616739E-04,1.20899883616737E-04,1.20899883616738E-04,1.20899883616738E-04
2019-04-03 14:00:00,1.19574271836849E-04,1.19574271836848E-04,1.19574271836849E-04,1.19574271836849E-04
2019-04-03 15:00:00,1.19690135077251E-04,1.19690135077250E-04,1.19690135077250E-04,1.19690135077251E-04
2019-04-03 16:00:00,1.19843483483665E-04,1.19843483483664E-04,1.19843483483664E-04,1.19843483483665E-04
2019-04-03 17:00:00,1.17577334811104E-04,1.17577334811102E-04,1.17577334811103E-04,1.17577334811103E-04
2019-04-03 18:00:00,1.24038414334677E-04,1.24038414334676E-04,1.24038414334676E-04,1.24038414334677E-04
2019-04-03 19:00:00,1.43425060647762E-04,1.43425060647760E-04,1.43425060647761E-04,1.43425060647762E-04
2019-04-03 20:00:00,1.52360161128147E-04,1.52360161128145E-04,1.52360161128146E-04,1.52360161128146E-04
2019-04-03 21:00:00,1.47459827607630E-04,1.47459827607629E-04,1.47459827607630E-04,1.47459827607630E-04
2019-04-03 22:00:00,1.33409705837750E-04,1.33409705837749E-04,1.33409705837749E-04,1.33409705837750E-04
2019-04-03 23:00:00,1.13181347160571E-04,1.13181347160570E-04,1.13181347160570E-04,1.13181347160571E-04
2019-04-04 00:00:00,9.76420419772933E-05,9.76420419772924E-05,9.76420419772927E-05,9.76420419772931E-05
2019-04-04 01:00:00,9.17500554286338E-05,9.17500554286330E-05,9.17500554286332E-05,9.17500554286336E-05
2019-04-04 02:00:00,8.85297388939414E-05,8.85297388939406E-05,8.85297388939408E-05,8.85297388939412E-05
2019-04-04 03:00:00,8.75517168352570E-05,8.75517168352562E-05,8.75517168352565E-05,8.75517168352568E-05
2019-04-04 04:00:00,8.61783966622612E-05,8.61783966622604E-05,8.61783966622606E-05,8.61783966622610E-05
2019-04-04 05:00:00,9.29836581646747E-05,9.29836581646739E-05,9.29836581646741E-05,9.29836581646745E-05
2019-04-04 06:00:00,1.03840725338781E-04,1.03840725338780E-04,1.03840725338780E-04,1.03840725338780E-04
2019-04-04 07:00:00,1.08655865300178E-04,1.08655865300177E-04,1.08655865300177E-04,1.08655865300178E-04
2019-04-04 08:00:00,1.09661149297780E-04,1.09661149297779E-04,1.09661149297780E-04,1.09661149297780E-04
2019-04-04 09:00:00,1.12339634796477E-04,1.12339634796476E-04,1.12339634796476E-04,1.12339634796477E-04
2019-04-04 10:00:00,1.13498267200493E-04,1.13498267200492E-04,1.13498267200492E-04,1.13498267200493E-04
2019-04-04 11:00:00,1.16936679246530E-04,1.16936679246529E-04,1.16936679246529E-04,1.16936679246530E-04
2019-04-04 12:00:00,1.18412231690468E-04,1.18412231690467E-04,1.18412231690468E-04,1.18412231690468E-04
2019-04-04 13:00:00,1.14861364146395E-04,1.14861364146394E-04,1.14861364146394E-04,1.14861364146394E-04
2019-04-04 14:00:00,1.07596057424739E-04,1.07596057424738E-04,1.07596057424739E-04,1.07596057424739E-04
2019-04-04 15:00:00,1.08274198155325E-04,1.08274198155324E-04,1.08274198155325E-04,1.08274198155325E-04
2019-04-04 16:00:00,1.08686534981461E-04,1.08686534981460E-04,1.08686534981460E-04,1.08686534981460E-04
2019-04-04 17:00:00,1.14571706045391E-04,1.14571706045390E-04,1.14571706045390E-04,1.14571706045390E-04
2019-04-04 18:00:00,1.20961222979304E-04,1.20961222979303E-04,1.20961222979303E-04,1.20961222979304E-04
2019-04-04 19:00:00,1.49044427807241E-04,1.49044427807240E-04,1.49044427807240E-04,1.49044427807241E-04
2019-04-04 20:00:00,1.58034052165462E-04,1.58034052165460E-04,1.58034052165461E-04,1.58034052165461E-04
2019-04-04 21:00:00,1.54094701991806E-04,1.54094701991805E-04,1.54094701991805E-04,1.54094701991806E-04
2019-04-04 22:00:00,1.40780652572713E-04,1.40780652572712E-04,1.40780652572712E-04,1.40780652572713E-04
2019-04-04 23:00:00,1.18545133642694E-04,1.18545133642693E-04,1.18545133642693E-04,1.18545133642693E-04
2019-04-05 00:00:00,1.01888088963777E-04,1.01888088963776E-04,1.01888088963776E-04,1.01888088963776E-04
2019-04-05 01:00:00,9.54201939554738E-05,9.54201939554729E-05,9.54201939554731E-05,9.54201939554736E-05
2019-04-05 02:00:00,9.28507562124494E-05,9.28507562124485E-05,9.28507562124487E-05,9.28507562124491E-05
2019-04-05 03:00:00,9.12525250433797E-05,9.12525250433789E-05,9.12525250433792E-05,9.12525250433796E-05
2019-04-05 04:00:00,9.25270206877977E-05,9.25270206877968E-05,9.25270206877971E-05,9.25270206877975E-05
2019-04-05 05:00:00,9.91210021635965E-05,9.91210021635956E-05,9.91210021635959E-05,9.91210021635963E-05
2019-04-05 06:00:00,1.10615317159911E-04,1.10615317159910E-04,1.10615317159911E-04,1.10615317159911E-04
2019-04-05 07:00:00,1.11910259258518E-04,1.11910259258517E-04,1.11910259258517E-04,1.11910259258518E-04
2019-04-05 08:00:00,1.19168750495444E-04,1.19168750495443E-04,1.19168750495443E-04,1.19168750495443E-04
2019-04-05 09:00:00,1.22767326432624E-04,1.22767326432623E-04,1.22767326432623E-04,1.22767326432623E-04
2019-04-05 10:00:00,1.25149338345587E-04,1.25149338345586E-04,1.25149338345586E-04,1.25149338345586E-04
2019-04-05 11:00:00,1.29650966009427E-04,1.29650966009425E-04,1.29650966009426E-04,1.29650966009426E-04
2019-04-05 12:00:00,1.21319035927603E-04,1.21319035927602E-04,1.21319035927603E-04,1.21319035927603E-04
2019-04-05 13:00:00,1.19887784134407E-04,1.19887784134406E-04,1.19887784134406E-04,1.19887784134406E-04
2019-04-05 14:00:00,1.17434209631784E-04,1.17434209631783E-04,1.17434209631783E-04,1.17434209631784E-04
2019-04-05 15:00:00,1.16142675275542E-04,1.16142675275541E-04,1.16142675275541E-04,1.16142675275542E-04
2019-04-05 16:00:00,1.16957125700718E-04,1.16957125700717E-04,1.16957125700718E-04,1.16957125700718E-04
2019-04-05 17:00:00,1.14728462194169E-04,1.14728462194168E-04,1.14728462194169E-04,1.14728462194169E-04
2019-04-05 18:00:00,1.19693542819616E-04,1.19693542819615E-04,1.19693542819615E-04,1.19693542819615E-04
2019-04-05 19:00:00,1.44454198841918E-04,1.44454198841916E-04,1.44454198841917E-04,1.44454198841917E-04
2019-04-05 20:00:00,1.50186021499434E-04,1.50186021499432E-04,1.50186021499433E-04,1.50186021499433E-04
2019-04-05 21:00:00,1.46059245495717E-04,1.46059245495715E-04,1.46059245495716E-04,1.46059245495716E-04
2019-04-05 22:00:00,1.37713684444434E-04,1.37713684444433E-04,1.37713684444433E-04,1.37713684444434E-04
2019-04-05 23:00:00,1.16480041769653E-04,1.16480041769652E-04,1.16480041769652E-04,1.16480041769653E-04
2019-04-06 00:00:00,1.01843788313035E-04,1.01843788313034E-04,1.01843788313034E-04,1.01843788313035E-04
2019-04-06 01:00:00,9.55530959076992E-05,9.55530959076983E-05,9.55530959076985E-05,9.55530959076990E-05
2019-04-06 02:00:00,8.91601712314209E-05,8.91601712314200E-05,8.91601712314203E-05,8.91601712314207E-05
2019-04-06 03:00:00,8.58376224257858E-05,8.58376224257850E-05,8.58376224257852E-05,8.58376224257856E-05
2019-04-06 04:00:00,8.67065967287981E-05,8.67065967287972E-05,8.67065967287975E-05,8.67065967287979E-05
2019-04-06 05:00:00,8.82298575658431E-05,8.82298575658422E-05,8.82298575658425E-05,8.82298575658429E-05
2019-04-06 06:00:00,9.63130224550393E-05,9.63130224550384E-05,9.63130224550387E-05,9.63130224550391E-05
2019-04-06 07:00:00,1.00729456559760E-04,1.00729456559759E-04,1.00729456559760E-04,1.00729456559760E-04
2019-04-06 08:00:00,1.06468094702006E-04,1.06468094702005E-04,1.06468094702005E-04,1.06468094702006E-04
2019-04-06 09:00:00,1.09950807398784E-04,1.09950807398783E-04,1.09950807398784E-04,1.09950807398784E-04
2019-04-06 10:00:00,1.05541188778793E-04,1.05541188778792E-04,1.05541188778792E-04,1.05541188778793E-04
2019-04-06 11:00:00,1.02389027091395E-04,1.02389027091395E-04,1.02389027091395E-04,1.02389027091395E-04
2019-04-06 12:00:00,1.05159521633940E-04,1.05159521633939E-04,1.05159521633940E-04,1.05159521633940E-04
2019-04-06 13:00:00,1.06290892099039E-04,1.06290892099038E-04,1.06290892099038E-04,1.06290892099038E-04
2019-04-06 14:00:00,1.05868332045809E-04,1.05868332045808E-04,1.05868332045809E-04,1.05868332045809E-04
2019-04-06 15:00:00,9.96832796537809E-05,9.96832796537799E-05,9.96832796537802E-05,9.96832796537807E-05
2019-04-06 16:00:00,1.03128507184547E-04,1.03128507184546E-04,1.03128507184546E-04,1.03128507184547E-04
2019-04-06 17:00:00,1.07347292232112E-04,1.07347292232111E-04,1.07347292232112E-04,1.07347292232112E-04
2019-04-06 18:00:00,1.08533186575047E-04,1.08533186575046E-04,1.08533186575046E-04,1.08533186575047E-04
2019-04-06 19:00:00,1.35205586063975E-04,1.35205586063974E-04,1.35205586063975E-04,1.35205586063975E-04
2019-04-06 20:00:00,1.49538550450130E-04,1.49538550450129E-04,1.49538550450129E-04,1.49538550450130E-04
2019-04-06 21:00:00,1.46645377182454E-04,1.46645377182453E-04,1.46645377182453E-04,1.46645377182454E-04
2019-04-06 22:00:00,1.33849304602803E-04,1.33849304602802E-04,1.33849304602803E-04,1.33849304602803E-04
2019-04-06 23:00:00,1.13143861994559E-04,1.13143861994558E-04,1.13143861994558E-04,1.13143861994559E-04
2019-04-07 00:00:00,9.94174757493301E-05,9.94174757493291E-05,9.94174757493294E-05,9.94174757493299E-05
2019-04-07 01:00:00,9.19442967434248E-05,9.19442967434239E-05,9.19442967434242E-05,9.19442967434246E-05
2019-04-07 02:00:00,8.73574755204661E-05,8.73574755204652E-05,8.73574755204655E-05,8.73574755204659E-05
2019-04-07 03:00:00,8.61204650420604E-05,8.61204650420596E-05,8.61204650420598E-05,8.61204650420602E-05
2019-04-07 04:00:00,8.46994364759580E-05,8.46994364759572E-05,8.46994364759575E-05,8.46994364759578E-05
2019-04-07 05:00:00,8.04874669131222E-05,8.04874669131215E-05,8.04874669131217E-05,8.04874669131220E-05
2019-04-07 06:00:00,8.00342371786099E-05,8.00342371786092E-05,8.00342371786094E-05,8.00342371786098E-05
2019-04-07 07:00:00,9.55530959076992E-05,9.55530959076983E-05,9.55530959076985E-05,9.55530959076990E-05
2019-04-07 08:00:00,1.05289015843801E-04,1.05289015843800E-04,1.05289015843800E-04,1.05289015843801E-04
2019-04-07 09:00:00,1.11208264331379E-04,1.11208264331378E-04,1.11208264331378E-04,1.11208264331378E-04
2019-04-07 10:00:00,1.09906506748043E-04,1.09906506748042E-04,1.09906506748042E-04,1.09906506748042E-04
2019-04-07 11:00:00,1.12233994783169E-04,1.12233994783168E-04,1.12233994783169E-04,1.12233994783169E-04
2019-04-07 12:00:00,1.14121884053243E-04,1.14121884053242E-04,1.14121884053242E-04,1.14121884053243E-04
2019-04-07 13:00:00,1.13528936881776E-04,1.13528936881775E-04,1.13528936881775E-04,1.13528936881776E-04
2019-04-07 14:00:00,1.11937521197436E-04,1.11937521197435E-04,1.11937521197435E-04,1.11937521197436E-04
2019-04-07 15:00:00,1.09923545459866E-04,1.09923545459865E-04,1.09923545459866E-04,1.09923545459866E-04
2019-04-07 16:00:00,1.07469970957244E-04,1.07469970957243E-04,1.07469970957243E-04,1.07469970957243E-04
2019-04-07 17:00:00,1.11136701741719E-04,1.11136701741718E-04,1.11136701741718E-04,1.11136701741718E-04
2019-04-07 18:00:00,1.07054226388744E-04,1.07054226388743E-04,1.07054226388743E-04,1.07054226388743E-04
2019-04-07 19:00:00,1.32394198613054E-04,1.32394198613052E-04,1.32394198613053E-04,1.32394198613053E-04
2019-04-07 20:00:00,1.26205738478660E-04,1.26205738478659E-04,1.26205738478660E-04,1.26205738478660E-04
2019-04-07 21:00:00,1.24386004055882E-04,1.24386004055881E-04,1.24386004055881E-04,1.24386004055882E-04
2019-04-07 22:00:00,1.11133293999354E-04,1.11133293999353E-04,1.11133293999353E-04,1.11133293999354E-04
2019-04-07 23:00:00,9.18318412453879E-05,9.18318412453871E-05,9.18318412453873E-05,9.18318412453877E-05
2019-04-08 00:00:00,8.13257715348517E-05,8.13257715348509E-05,8.13257715348511E-05,8.13257715348515E-05
2019-04-08 01:00:00,7.63743218788643E-05,7.63743218788635E-05,7.63743218788638E-05,7.63743218788641E-05
2019-04-08 02:00:00,7.45273255171677E-05,7.45273255171669E-05,7.45273255171672E-05,7.45273255171675E-05
2019-04-08 03:00:00,7.44216855038603E-05,7.44216855038596E-05,7.44216855038598E-05,7.44216855038601E-05
2019-04-08 04:00:00,7.41286196604914E-05,7.41286196604907E-05,7.41286196604909E-05,7.41286196604913E-05
2019-04-08 05:00:00,8.09884050407410E-05,8.09884050407403E-05,8.09884050407405E-05,8.09884050407408E-05
2019-04-08 06:00:00,9.45001035169902E-05,9.45001035169893E-05,9.45001035169896E-05,9.45001035169900E-05
2019-04-08 07:00:00,9.86711801714490E-05,9.86711801714481E-05,9.86711801714483E-05,9.86711801714488E-05
2019-04-08 08:00:00,1.03448834966834E-04,1.03448834966833E-04,1.03448834966833E-04,1.03448834966834E-04
2019-04-08 09:00:00,1.08931892431723E-04,1.08931892431722E-04,1.08931892431722E-04,1.08931892431723E-04
2019-04-08 10:00:00,1.08471847212481E-04,1.08471847212480E-04,1.08471847212480E-04,1.08471847212481E-04
2019-04-08 11:00:00,1.11695571489538E-04,1.11695571489537E-04,1.11695571489538E-04,1.11695571489538E-04
2019-04-08 12:00:00,1.13453966549751E-04,1.13453966549750E-04,1.13453966549751E-04,1.13453966549751E-04
2019-04-08 13:00:00,1.13099561343817E-04,1.13099561343816E-04,1.13099561343816E-04,1.13099561343817E-04
2019-04-08 14:00:00,1.09040940187395E-04,1.09040940187394E-04,1.09040940187394E-04,1.09040940187395E-04
2019-04-08 15:00:00,1.11896628289059E-04,1.11896628289058E-04,1.11896628289058E-04,1.11896628289059E-04
2019-04-08 16:00:00,1.14558075075932E-04,1.14558075075931E-04,1.14558075075931E-04,1.14558075075931E-04
2019-04-08 17:00:00,1.15849609432173E-04,1.15849609432172E-04,1.15849609432173E-04,1.15849609432173E-04
2019-04-08 18:00:00,1.19489078277731E-04,1.19489078277729E-04,1.19489078277730E-04,1.19489078277730E-04
2019-04-08 19:00:00,1.45149378284327E-04,1.45149378284326E-04,1.45149378284326E-04,1.45149378284327E-04
2019-04-08 20:00:00,1.53685772908036E-04,1.53685772908034E-04,1.53685772908035E-04,1.53685772908036E-04
2019-04-08 21:00:00,1.48345840622466E-04,1.48345840622465E-04,1.48345840622466E-04,1.48345840622466E-04
2019-04-08 22:00:00,1.34135554961443E-04,1.34135554961441E-04,1.34135554961442E-04,1.34135554961442E-04
2019-04-08 23:00:00,1.14438804093165E-04,1.14438804093164E-04,1.14438804093164E-04,1.14438804093165E-04
2019-04-09 00:00:00,1.00814650118879E-04,1.00814650118878E-04,1.00814650118879E-04,1.00814650118879E-04
2019-04-09 01:00:00,9.37606234238386E-05,9.37606234238377E-05,9.37606234238380E-05,9.37606234238384E-05
2019-04-09 02:00:00,9.04244436487446E-05,9.04244436487437E-05,9.04244436487440E-05,9.04244436487444E-05
2019-04-09 03:00:00,8.75278626387038E-05,8.75278626387029E-05,8.75278626387032E-05,8.75278626387036E-05
2019-04-09 04:00:00,8.86319711648840E-05,8.86319711648832E-05,8.86319711648834E-05,8.86319711648838E-05
2019-04-09 05:00:00,9.49635564785968E-05,9.49635564785958E-05,9.49635564785961E-05,9.49635564785965E-05
2019-04-09 06:00:00,1.09753158341629E-04,1.09753158341628E-04,1.09753158341628E-04,1.09753158341628E-04
2019-04-09 07:00:00,1.09763381568723E-04,1.09763381568722E-04,1.09763381568722E-04,1.09763381568723E-04
2019-04-09 08:00:00,1.08928484689358E-04,1.08928484689357E-04,1.08928484689357E-04,1.08928484689358E-04
2019-04-09 09:00:00,1.10686879749571E-04,1.10686879749570E-04,1.10686879749570E-04,1.10686879749571E-04
2019-04-09 10:00:00,1.13099561343817E-04,1.13099561343816E-04,1.13099561343816E-04,1.13099561343817E-04
2019-04-09 11:00:00,1.16071112685882E-04,1.16071112685881E-04,1.16071112685882E-04,1.16071112685882E-04
2019-04-09 12:00:00,1.19386846006788E-04,1.19386846006787E-04,1.19386846006787E-04,1.19386846006788E-04
2019-04-09 13:00:00,1.11460437266370E-04,1.11460437266369E-04,1.11460437266370E-04,1.11460437266370E-04
2019-04-09 14:00:00,1.17083212168214E-04,1.17083212168213E-04,1.17083212168213E-04,1.17083212168214E-04
2019-04-09 15:00:00,1.19761697666911E-04,1.19761697666910E-04,1.19761697666910E-04,1.19761697666911E-04
2019-04-09 16:00:00,1.19618572487591E-04,1.19618572487590E-04,1.19618572487590E-04,1.19618572487591E-04
2019-04-09 17:00:00,1.17481918024890E-04,1.17481918024889E-04,1.17481918024890E-04,1.17481918024890E-04
2019-04-09 18:00:00,1.24447343418447E-04,1.24447343418446E-04,1.24447343418447E-04,1.24447343418447E-04
2019-04-09 19:00:00,1.53522201274528E-04,1.53522201274526E-04,1.53522201274527E-04,1.53522201274527E-04
2019-04-09 20:00:00,1.60269531156740E-04,1.60269531156739E-04,1.60269531156739E-04,1.60269531156740E-04
2019-04-09 21:00:00,1.49790723385122E-04,1.49790723385121E-04,1.49790723385121E-04,1.49790723385122E-04
2019-04-09 22:00:00,1.37539889583832E-04,1.37539889583831E-04,1.37539889583831E-04,1.37539889583832E-04
2019-04-09 23:00:00,1.13985574358653E-04,1.13985574358652E-04,1.13985574358652E-04,1.13985574358653E-04
2019-04-10 00:00:00,1.03036498140699E-04,1.03036498140698E-04,1.03036498140698E-04,1.03036498140698E-04
2019-04-10 01:00:00,9.41661447652443E-05,9.41661447652434E-05,9.41661447652437E-05,9.41661447652441E-05
2019-04-10 02:00:00,9.03119881507077E-05,9.03119881507068E-05,9.03119881507071E-05,9.03119881507075E-05
2019-04-10 03:00:00,9.03460655743552E-05,9.03460655743544E-05,9.03460655743546E-05,9.03460655743550E-05
2019-04-10 04:00:00,9.08333727325150E-05,9.08333727325142E-05,9.08333727325144E-05,9.08333727325148E-05
2019-04-10 05:00:00,9.76318187501991E-05,9.76318187501981E-05,9.76318187501984E-05,9.76318187501988E-05
2019-04-10 06:00:00,1.11814842472305E-04,1.11814842472304E-04,1.11814842472304E-04,1.11814842472305E-04
2019-04-10 07:00:00,1.10939052684563E-04,1.10939052684562E-04,1.10939052684562E-04,1.10939052684563E-04
2019-04-10 08:00:00,1.10755034596866E-04,1.10755034596865E-04,1.10755034596866E-04,1.10755034596866E-04
2019-04-10 09:00:00,1.13116600055641E-04,1.13116600055640E-04,1.13116600055640E-04,1.13116600055640E-04
2019-04-10 10:00:00,1.20593186803911E-04,1.20593186803910E-04,1.20593186803910E-04,1.20593186803911E-04
2019-04-10 11:00:00,1.17352423815030E-04,1.17352423815029E-04,1.17352423815029E-04,1.17352423815030E-04
2019-04-10 12:00:00,1.20112695130480E-04,1.20112695130479E-04,1.20112695130480E-04,1.20112695130480E-04
2019-04-10 13:00:00,1.13532344624141E-04,1.13532344624140E-04,1.13532344624140E-04,1.13532344624140E-04
2019-04-10 14:00:00,1.11477475978194E-04,1.11477475978193E-04,1.11477475978193E-04,1.11477475978194E-04
2019-04-10 15:00:00,1.12680409032952E-04,1.12680409032951E-04,1.12680409032952E-04,1.12680409032952E-04
2019-04-10 16:00:00,1.14851140919300E-04,1.14851140919299E-04,1.14851140919300E-04,1.14851140919300E-04
2019-04-10 17:00:00,1.17628450946575E-04,1.17628450946574E-04,1.17628450946574E-04,1.17628450946575E-04
2019-04-10 18:00:00,1.19332322128952E-04,1.19332322128951E-04,1.19332322128951E-04,1.19332322128952E-04
2019-04-10 19:00:00,1.43026354791086E-04,1.43026354791084E-04,1.43026354791085E-04,1.43026354791085E-04
2019-04-10 20:00:00,1.54271904594774E-04,1.54271904594772E-04,1.54271904594773E-04,1.54271904594773E-04
2019-04-10 21:00:00,1.48655945177659E-04,1.48655945177658E-04,1.48655945177658E-04,1.48655945177659E-04
2019-04-10 22:00:00,1.33515345851058E-04,1.33515345851056E-04,1.33515345851057E-04,1.33515345851057E-04
2019-04-10 23:00:00,1.11201448846649E-04,1.11201448846648E-04,1.11201448846648E-04,1.11201448846649E-04
