timeindex,CR-electricity-demand-profile,NR-electricity-demand-profile,WR-electricity-demand-profile,ER-electricity-demand-profile
2019-01-07 03:00:00,8.39088402473351E-05,8.39088402473343E-05,8.39088402473346E-05,8.39088402473349E-05
2019-01-07 04:00:00,8.38952092778761E-05,8.38952092778753E-05,8.38952092778755E-05,8.38952092778759E-05
2019-01-07 05:00:00,8.80117620544988E-05,8.80117620544980E-05,8.80117620544982E-05,8.80117620544986E-05
2019-01-07 06:00:00,9.80407478339695E-05,9.80407478339686E-05,9.80407478339689E-05,9.80407478339693E-05
2019-01-07 07:00:00,1.09719080917981E-04,1.09719080917980E-04,1.09719080917980E-04,1.09719080917981E-04
2019-01-07 08:00:00,1.21063455250247E-04,1.21063455250246E-04,1.21063455250246E-04,1.21063455250247E-04
2019-01-07 09:00:00,1.23203517455312E-04,1.23203517455311E-04,1.23203517455311E-04,1.23203517455312E-04
2019-01-07 10:00:00,1.19891191876771E-04,1.19891191876770E-04,1.19891191876771E-04,1.19891191876771E-04
2019-01-07 11:00:00,1.21339482381792E-04,1.21339482381791E-04,1.21339482381791E-04,1.21339482381792E-04
2019-01-07 12:00:00,1.26461319156017E-04,1.26461319156016E-04,1.26461319156016E-04,1.26461319156017E-04
2019-01-07 13:00:00,1.03844133081145E-04,1.03844133081144E-04,1.03844133081145E-04,1.03844133081145E-04
2019-01-07 14:00:00,1.07112158008944E-04,1.07112158008943E-04,1.07112158008944E-04,1.07112158008944E-04
2019-01-07 15:00:00,1.14513774425190E-04,1.14513774425189E-04,1.14513774425189E-04,1.14513774425190E-04
2019-01-07 16:00:00,1.15730338449407E-04,1.15730338449406E-04,1.15730338449406E-04,1.15730338449407E-04
2019-01-07 17:00:00,1.15495204226239E-04,1.15495204226238E-04,1.15495204226238E-04,1.15495204226239E-04
2019-01-07 18:00:00,1.21196357202472E-04,1.21196357202471E-04,1.21196357202471E-04,1.21196357202472E-04
2019-01-07 19:00:00,1.41448570076205E-04,1.41448570076203E-04,1.41448570076204E-04,1.41448570076204E-04
2019-01-07 20:00:00,1.52704343106987E-04,1.52704343106985E-04,1.52704343106986E-04,1.52704343106986E-04
2019-01-07 21:00:00,1.44876758895147E-04,1.44876758895146E-04,1.44876758895146E-04,1.44876758895147E-04
2019-01-07 22:00:00,1.31722873367197E-04,1.31722873367196E-04,1.31722873367196E-04,1.31722873367197E-04
2019-01-07 23:00:00,1.11106032060436E-04,1.11106032060435E-04,1.11106032060435E-04,1.11106032060436E-04
2019-01-08 00:00:00,9.94549609153424E-05,9.94549609153415E-05,9.94549609153417E-05,9.94549609153422E-05
2019-01-08 01:00:00,9.02199791068593E-05,9.02199791068585E-05,9.02199791068587E-05,9.02199791068591E-05
2019-01-08 02:00:00,8.59943785745645E-05,8.59943785745637E-05,8.59943785745639E-05,8.59943785745643E-05
2019-01-08 03:00:00,8.42325757719867E-05,8.42325757719860E-05,8.42325757719862E-05,8.42325757719866E-05
2019-01-08 04:00:00,8.34010866349868E-05,8.34010866349860E-05,8.34010866349862E-05,8.34010866349866E-05
2019-01-08 05:00:00,8.72620587342530E-05,8.72620587342521E-05,8.72620587342524E-05,8.72620587342528E-05
2019-01-08 06:00:00,9.55530959076992E-05,9.55530959076983E-05,9.55530959076985E-05,9.55530959076990E-05
2019-01-08 07:00:00,1.04355294435858E-04,1.04355294435858E-04,1.04355294435858E-04,1.04355294435858E-04
2019-01-08 08:00:00,1.15403195182391E-04,1.15403195182390E-04,1.15403195182390E-04,1.15403195182390E-04
2019-01-08 09:00:00,1.20341013868919E-04,1.20341013868918E-04,1.20341013868918E-04,1.20341013868919E-04
2019-01-08 10:00:00,1.16330101105604E-04,1.16330101105603E-04,1.16330101105603E-04,1.16330101105603E-04
2019-01-08 11:00:00,1.23854396246980E-04,1.23854396246979E-04,1.23854396246979E-04,1.23854396246980E-04
2019-01-08 12:00:00,1.26952034056542E-04,1.26952034056540E-04,1.26952034056541E-04,1.26952034056541E-04
2019-01-08 13:00:00,1.18865461424981E-04,1.18865461424979E-04,1.18865461424980E-04,1.18865461424980E-04
2019-01-08 14:00:00,1.21537131438948E-04,1.21537131438946E-04,1.21537131438947E-04,1.21537131438947E-04
2019-01-08 15:00:00,1.21826789539952E-04,1.21826789539951E-04,1.21826789539951E-04,1.21826789539951E-04
2019-01-08 16:00:00,1.19049479512677E-04,1.19049479512676E-04,1.19049479512676E-04,1.19049479512677E-04
2019-01-08 17:00:00,1.15563359073534E-04,1.15563359073533E-04,1.15563359073533E-04,1.15563359073534E-04
2019-01-08 18:00:00,1.15198730640505E-04,1.15198730640504E-04,1.15198730640505E-04,1.15198730640505E-04
2019-01-08 19:00:00,1.32411237324877E-04,1.32411237324876E-04,1.32411237324876E-04,1.32411237324877E-04
2019-01-08 20:00:00,1.50237137634905E-04,1.50237137634903E-04,1.50237137634904E-04,1.50237137634905E-04
2019-01-08 21:00:00,1.52176143040450E-04,1.52176143040448E-04,1.52176143040449E-04,1.52176143040450E-04
2019-01-08 22:00:00,1.38463387764680E-04,1.38463387764679E-04,1.38463387764679E-04,1.38463387764680E-04
2019-01-08 23:00:00,1.16752661158833E-04,1.16752661158832E-04,1.16752661158832E-04,1.16752661158833E-04
2019-01-09 00:00:00,1.00770349468137E-04,1.00770349468136E-04,1.00770349468137E-04,1.00770349468137E-04
2019-01-09 01:00:00,9.32528698114903E-05,9.32528698114894E-05,9.32528698114897E-05,9.32528698114901E-05
2019-01-09 02:00:00,8.78481904209906E-05,8.78481904209898E-05,8.78481904209901E-05,8.78481904209904E-05
2019-01-09 03:00:00,8.70337399958144E-05,8.70337399958136E-05,8.70337399958139E-05,8.70337399958143E-05
2019-01-09 04:00:00,8.57524288666670E-05,8.57524288666662E-05,8.57524288666664E-05,8.57524288666668E-05
2019-01-09 05:00:00,9.16273767035027E-05,9.16273767035018E-05,9.16273767035021E-05,9.16273767035025E-05
2019-01-09 06:00:00,9.62107901840967E-05,9.62107901840958E-05,9.62107901840960E-05,9.62107901840965E-05
2019-01-09 07:00:00,1.07602872909469E-04,1.07602872909468E-04,1.07602872909468E-04,1.07602872909469E-04
2019-01-09 08:00:00,1.16766292128292E-04,1.16766292128291E-04,1.16766292128291E-04,1.16766292128292E-04
2019-01-09 09:00:00,1.23663562674554E-04,1.23663562674553E-04,1.23663562674553E-04,1.23663562674554E-04
2019-01-09 10:00:00,1.27596097363480E-04,1.27596097363479E-04,1.27596097363479E-04,1.27596097363480E-04
2019-01-09 11:00:00,1.28407140046291E-04,1.28407140046290E-04,1.28407140046291E-04,1.28407140046291E-04
2019-01-09 12:00:00,1.24651807960333E-04,1.24651807960332E-04,1.24651807960332E-04,1.24651807960332E-04
2019-01-09 13:00:00,1.22184602488251E-04,1.22184602488250E-04,1.22184602488250E-04,1.22184602488251E-04
2019-01-09 14:00:00,1.22269796047370E-04,1.22269796047369E-04,1.22269796047369E-04,1.22269796047369E-04
2019-01-09 15:00:00,1.18160058755477E-04,1.18160058755475E-04,1.18160058755476E-04,1.18160058755476E-04
2019-01-09 16:00:00,1.17986263894874E-04,1.17986263894873E-04,1.17986263894873E-04,1.17986263894874E-04
2019-01-09 17:00:00,1.20872621677821E-04,1.20872621677819E-04,1.20872621677820E-04,1.20872621677820E-04
2019-01-09 18:00:00,1.25234531904706E-04,1.25234531904704E-04,1.25234531904705E-04,1.25234531904705E-04
2019-01-09 19:00:00,1.43626117447282E-04,1.43626117447281E-04,1.43626117447281E-04,1.43626117447282E-04
2019-01-09 20:00:00,1.53668734196212E-04,1.53668734196211E-04,1.53668734196211E-04,1.53668734196212E-04
2019-01-09 21:00:00,1.46103546146458E-04,1.46103546146457E-04,1.46103546146457E-04,1.46103546146458E-04
2019-01-09 22:00:00,1.31307128798697E-04,1.31307128798696E-04,1.31307128798696E-04,1.31307128798697E-04
2019-01-09 23:00:00,1.11917074743247E-04,1.11917074743246E-04,1.11917074743247E-04,1.11917074743247E-04
2019-01-10 00:00:00,9.83099594807851E-05,9.83099594807841E-05,9.83099594807844E-05,9.83099594807849E-05
2019-01-10 01:00:00,9.19204425468715E-05,9.19204425468707E-05,9.19204425468709E-05,9.19204425468713E-05
2019-01-10 02:00:00,8.81139943254414E-05,8.81139943254406E-05,8.81139943254408E-05,8.81139943254412E-05
2019-01-10 03:00:00,8.61272805267899E-05,8.61272805267891E-05,8.61272805267893E-05,8.61272805267897E-05
2019-01-10 04:00:00,8.49788713498678E-05,8.49788713498670E-05,8.49788713498673E-05,8.49788713498677E-05
2019-01-10 05:00:00,8.66384418815030E-05,8.66384418815022E-05,8.66384418815024E-05,8.66384418815028E-05
2019-01-10 06:00:00,9.67117283117155E-05,9.67117283117146E-05,9.67117283117149E-05,9.67117283117153E-05
2019-01-10 07:00:00,1.07061041873473E-04,1.07061041873472E-04,1.07061041873472E-04,1.07061041873473E-04
2019-01-10 08:00:00,1.13733401423661E-04,1.13733401423660E-04,1.13733401423660E-04,1.13733401423661E-04
2019-01-10 09:00:00,1.19196012434362E-04,1.19196012434361E-04,1.19196012434361E-04,1.19196012434361E-04
2019-01-10 10:00:00,1.24808564109111E-04,1.24808564109110E-04,1.24808564109111E-04,1.24808564109111E-04
2019-01-10 11:00:00,1.26669191440267E-04,1.26669191440266E-04,1.26669191440266E-04,1.26669191440267E-04
2019-01-10 12:00:00,1.27558612197468E-04,1.27558612197467E-04,1.27558612197467E-04,1.27558612197467E-04
2019-01-10 13:00:00,1.21731372753739E-04,1.21731372753737E-04,1.21731372753738E-04,1.21731372753738E-04
2019-01-10 14:00:00,1.18463347825940E-04,1.18463347825938E-04,1.18463347825939E-04,1.18463347825939E-04
2019-01-10 15:00:00,1.14762539617817E-04,1.14762539617816E-04,1.14762539617816E-04,1.14762539617817E-04
2019-01-10 16:00:00,1.19029033058489E-04,1.19029033058488E-04,1.19029033058488E-04,1.19029033058488E-04
2019-01-10 17:00:00,1.13733401423661E-04,1.13733401423660E-04,1.13733401423660E-04,1.13733401423661E-04
2019-01-10 18:00:00,1.17400132208136E-04,1.17400132208135E-04,1.17400132208136E-04,1.17400132208136E-04
2019-01-10 19:00:00,1.39659505334709E-04,1.39659505334707E-04,1.39659505334708E-04,1.39659505334708E-04
2019-01-10 20:00:00,1.54050401341065E-04,1.54050401341063E-04,1.54050401341063E-04,1.54050401341064E-04
2019-01-10 21:00:00,1.50226914407811E-04,1.50226914407809E-04,1.50226914407810E-04,1.50226914407810E-04
2019-01-10 22:00:00,1.37311570845393E-04,1.37311570845392E-04,1.37311570845392E-04,1.37311570845393E-04
2019-01-10 23:00:00,1.17137736046050E-04,1.17137736046049E-04,1.17137736046050E-04,1.17137736046050E-04
2019-01-11 00:00:00,1.02371988379572E-04,1.02371988379571E-04,1.02371988379571E-04,1.02371988379571E-04
2019-01-11 01:00:00,9.56212507549943E-05,9.56212507549934E-05,9.56212507549936E-05,9.56212507549941E-05
2019-01-11 02:00:00,9.02915416965192E-05,9.02915416965183E-05,9.02915416965186E-05,9.02915416965190E-05
