timeindex,CR-heat-demand-profile,NR-heat-demand-profile,WR-heat-demand-profile,ER-heat-demand-profile
2021-01-01 00:00,0.00012180816064369767,0.00011997470767337625,0.00012180816064369767,0.00011997470767337625
2021-01-01 01:00,0.00012528897663876805,0.00012403478994485966,0.00012528897663876805,0.00012403478994485966
2021-01-01 02:00,0.00012490392132028812,0.00012365796624675855,0.00012490392132028812,0.00012365796624675855
2021-01-01 03:00,0.00013970068447875656,0.0001387647237317729,0.00013970068447875656,0.0001387647237317729
2021-01-01 04:00,0.0001648653927025829,0.0001625648660811464,0.0001648653927025829,0.0001625648660811464
2021-01-01 05:00,0.00022426322169750933,0.00022216481616028102,0.00022426322169750933,0.00022216481616028102
2021-01-01 06:00,0.00023353975885831882,0.0002263513550410011,0.00023353975885831882,0.0002263513550410011
2021-01-01 07:00,0.000229176885577298,0.00022289716223191007,0.000229176885577298,0.00022289716223191007
2021-01-01 08:00,0.00022548032217217448,0.0002196299713019359,0.00022548032217217448,0.0002196299713019359
2021-01-01 09:00,0.00021247956473219353,0.00020737104531680595,0.00021247956473219353,0.00020737104531680595
2021-01-01 10:00,0.000202564118772445,0.0001981428422081377,0.000202564118772445,0.0001981428422081377
2021-01-01 11:00,0.00019799730392359972,0.00019339492266926648,0.00019799730392359972,0.00019339492266926648
2021-01-01 12:00,0.0001936835636667132,0.00018932428129843256,0.0001936835636667132,0.00018932428129843256
2021-01-01 13:00,0.00018684848358308667,0.0001818594536244158,0.00018684848358308667,0.0001818594536244158
2021-01-01 14:00,0.0001878398835582058,0.00018249369544703068,0.0001878398835582058,0.00018249369544703068
2021-01-01 15:00,0.00019190325907574257,0.00018583345382113564,0.00019190325907574257,0.00018583345382113564
2021-01-01 16:00,0.00020002518672959373,0.00019390035479020088,0.00020002518672959373,0.00019390035479020088
2021-01-01 17:00,0.0002055677843130709,0.00019931203786647657,0.0002055677843130709,0.00019931203786647657
2021-01-01 18:00,0.0002082200708776108,0.00020209406862146544,0.0002082200708776108,0.00020209406862146544
2021-01-01 19:00,0.0002103758003547179,0.00020453408163477747,0.0002103758003547179,0.00020453408163477747
2021-01-01 20:00,0.00020111750072431851,0.0001961815501569189,0.00020111750072431851,0.0001961815501569189
2021-01-01 21:00,0.00019254448183755602,0.000189424219258619,0.00019254448183755602,0.000189424219258619
2021-01-01 22:00,0.00015486148611628054,0.00015513332936966862,0.00015486148611628054,0.00015513332936966862
2021-01-01 23:00,0.0001331939551197858,0.00013272488740706534,0.0001331939551197858,0.00013272488740706534
