region,name,type,carrier,tech,from_bus,to_bus,capacity,capacity_cost,efficiency,carrier_cost,marginal_cost,expandable,output_parameters
CR,CR-ch4-gt,conversion,ch4,gt,CR-ch4,CR-electricity,0,,0.619,0.021,0.0045,False,{}
NR,NR-ch4-gt,conversion,ch4,gt,NR-ch4,NR-electricity,0,,0.619,0.021,0.0045,False,{}
WR,WR-ch4-gt,conversion,ch4,gt,WR-ch4,WR-electricity,0,,0.619,0.021,0.0045,False,{}
ER,ER-ch4-gt,conversion,ch4,gt,ER-ch4,ER-electricity,0,,0.619,0.021,0.0045,False,{}
