region,name,type,carrier,tech,bus,capacity,capacity_cost,marginal_cost,profile,output_parameters
CR,CR-hydro-ror,volatile,hydro,ror,CR-electricity,400,,0,CR-hydro-ror-profile,{}
NR,NR-hydro-ror,volatile,hydro,ror,NR-electricity,113,,0,NR-hydro-ror-profile,{}
WR,WR-hydro-ror,volatile,hydro,ror,WR-electricity,400,,0,WR-hydro-ror-profile,{}
ER,ER-hydro-ror,volatile,hydro,ror,ER-electricity,113,,0,ER-hydro-ror-profile,{}
